fn,len,label,peaks
train_audio/belkin1/XC560814.ogg,811008,belkin1,14.20#17.90#6.272#10.33#1.792#7.328#5.088#11.15#24.36#8.16#4.24#2.592#16.51#12.32#0.688#0.688#0.688#0.688#0.688#0.688
train_audio/belkin1/XC116055.ogg,2626456,belkin1,76.09#77.53#75.25#59.81#81.06#36.96#46.39#33.23#80.25#70.07#53.62#55.54#78.42#66.47#42.34#73.13#3.824#52.24#10.38#40.95
train_audio/belkin1/XC381310.ogg,300288,belkin1,4.675#7.846#3.058#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464
train_audio/belkin1/XC139915.ogg,524544,belkin1,16.05#11.78#12.66#9.780#13.60#5.634#10.74#15.07#7.491#4.274#8.804#2.737#1.792#6.435#0.0#0.0#0.0#0.0#0.0#0.0
train_audio/belkin1/XC629176.ogg,2492160,belkin1,25.07#46.80#17.04#49.95#20.80#2.288#15.63#71.22#7.936#9.232#57.25#40.64#63.51#27.66#23.45#30.61#44.40#37.57#19.74#12.06
train_audio/belkin1/XC514102.ogg,2526720,belkin1,45.10#75.84#14.64#38.36#36.72#74.94#25.58#4.704#34.0#15.68#41.50#22.49#32.68#55.53#1.136#24.73#52.73#47.44#12.51#39.21
train_audio/belkin1/XC624466.ogg,244924,belkin1,3.122#2.145#5.043#1.184#7.413#4.067#6.420#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384
train_audio/belkin1/XC152477.ogg,573440,belkin1,8.704#4.448#5.536#3.408#6.672#14.12#10.96#2.24#11.88#1.28#7.472#14.92#9.664#16.67#0.48#0.48#0.48#0.48#0.48#0.48
train_audio/belkin1/XC518953.ogg,971520,belkin1,27.46#21.18#15.39#10.97#2.720#10.16#20.24#18.59#16.21#29.75#22.32#25.27#26.48#23.71#28.85#12.38#13.52#14.57#7.858#0.128
train_audio/belkin1/XC599551.ogg,209664,belkin1,2.659#4.293#1.698#3.476#5.302#0.800#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
train_audio/belkin1/XC149286.ogg,612096,belkin1,4.353#11.12#15.99#1.712#12.08#17.22#15.12#8.739#3.057#5.826#7.843#9.539#14.08#12.88#0.752#0.752#0.752#0.752#0.752#0.752
train_audio/belkin1/XC338621.ogg,314305,belkin1,6.457#7.835#8.988#2.002#4.758#5.608#3.829#2.868#1.201#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400
train_audio/belkin1/XC182677.ogg,225698,belkin1,1.923#2.837#4.328#5.129#6.123#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785
train_audio/belkin1/XC321817.ogg,1035264,belkin1,24.01#15.08#5.695#8.239#9.295#25.19#6.847#15.98#1.487#11.80#23.15#10.09#14.25#30.67#3.295#21.40#4.255#27.21#18.49#12.95
train_audio/belkin1/XC628808.ogg,589056,belkin1,0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224
train_audio/belkin1/XC277932.ogg,321024,belkin1,0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784
train_audio/belkin1/XC268815.ogg,1011456,belkin1,15.69#14.30#10.97#8.690#17.82#22.62#7.025#16.72#6.145#21.44#5.105#9.954#24.31#7.825#20.00#13.01#4.289#26.13#27.27#28.48
train_audio/belkin1/XC582379.ogg,683776,belkin1,7.666#11.98#1.504#13.92#8.819#6.210#0.624#0.624#0.624#0.624#0.624#0.624#0.624#0.624#0.624#0.624#0.624#0.624#0.624#0.624
train_audio/belkin1/XC516415.ogg,2253312,belkin1,41.92#4.032#65.53#20.91#7.472#60.41#49.34#42.72#56.19#17.36#62.24#64.57#67.58#30.54#5.216#6.368#3.216#1.52#12.46#35.90
train_audio/belkin1/XC195032.ogg,471458,belkin1,8.247#7.110#5.797#9.592#10.52#4.307#2.930#0.976#14.26#12.77#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176
train_audio/belkin1/XC661052.ogg,254976,belkin1,0.352#0.352#0.352#0.352#0.352#0.352#0.352#0.352#0.352#0.352#0.352#0.352#0.352#0.352#0.352#0.352#0.352#0.352#0.352#0.352
train_audio/belkin1/XC458037.ogg,268032,belkin1,0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176
train_audio/belkin1/XC315210.ogg,64366,belkin1,1.271#0.450#0.450#0.450#0.450#0.450#0.450#0.450#0.450#0.450#0.450#0.450#0.450#0.450#0.450#0.450#0.450#0.450#0.450#0.450
train_audio/belkin1/XC606521.ogg,187232,belkin1,0.545#0.545#0.545#0.545#0.545#0.545#0.545#0.545#0.545#0.545#0.545#0.545#0.545#0.545#0.545#0.545#0.545#0.545#0.545#0.545
train_audio/belkin1/XC169137.ogg,1031424,belkin1,19.17#22.19#18.05#17.17#23.17#16.29#24.71#25.95#2.368#15.47#27.06#4.817#14.65#6.929#28.24#3.536#9.490#13.81#12.17#8.594
train_audio/belkin1/XC495188.ogg,178176,belkin1,1.888#2.736#3.68#1.008#0.208#0.208#0.208#0.208#0.208#0.208#0.208#0.208#0.208#0.208#0.208#0.208#0.208#0.208#0.208#0.208
train_audio/belkin1/XC628804.ogg,2300928,belkin1,47.74#29.23#0.864#43.15#30.06#10.78#16.57#53.31#60.30#50.84#70.30#68.86#55.50#56.49#64.57#17.40#20.76#52.35#48.54#71.32
train_audio/belkin1/XC638295.ogg,3021127,belkin1,25.68#49.06#13.24#20.19#65.30#6.272#28.73#42.75#35.73#56.21#38.32#31.04#58.08#2.144#0.640#0.640#0.640#0.640#0.640#0.640
train_audio/belkin1/XC340786.ogg,390374,belkin1,12.05#1.488#9.317#6.884#7.940#4.850#2.577#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384
train_audio/belkin1/XC335999.ogg,383687,belkin1,7.107#8.916#11.86#4.194#9.749#2.081#6.195#3.201#1.120#5.026#10.54#7.908#0.320#0.320#0.320#0.320#0.320#0.320#0.320#0.320
train_audio/belkin1/XC340666.ogg,370304,belkin1,5.745#8.434#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656
train_audio/belkin1/XC132873.ogg,2586624,belkin1,5.44#47.76#7.984#4.32#26.94#38.81#43.55#3.312#15.39#49.08#62.43#9.616#40.01#25.44#65.32#28.11#7.024#1.424#16.19#61.18
train_audio/belkin1/XC306127.ogg,1740382,belkin1,28.16#4.080#31.98#16.25#35.00#2.144#12.20#27.18#36.19#54.22#9.904#42.21#52.00#0.304#0.304#0.304#0.304#0.304#0.304#0.304
train_audio/belkin1/XC149285.ogg,5618688,belkin1,99.31#16.73#3.808#160.3#101.5#154.6#167.9#157.4#151.7#19.84#156.2#145.7#10.03#116.4#11.74#149.2#169.0#105.7#143.1#25.68
train_audio/belkin1/XC144024.ogg,135168,belkin1,1.52#2.464#3.744#0.72#0.72#0.72#0.72#0.72#0.72#0.72#0.72#0.72#0.72#0.72#0.72#0.72#0.72#0.72#0.72#0.72
train_audio/belkin1/XC149283.ogg,929280,belkin1,11.87#11.05#5.072#16.0#2.576#18.54#6.624#4.176#24.83#21.36#12.67#25.72#16.84#22.17#13.47#9.872#26.76#14.84#23.21#1.424
train_audio/belkin1/XC395194.ogg,1069056,belkin1,16.16#15.00#17.90#20.44#17.02#11.50#8.304#7.008#22.06#25.6#22.86#26.48#5.056#29.29#9.104#24.40#18.91#5.952#12.51#2.016
train_audio/belkin1/XC149284.ogg,382464,belkin1,3.536#4.864#5.728#8.224#2.304#9.472#6.528#1.28#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48
train_audio/belkin1/XC338622.ogg,465607,belkin1,14.39#11.82#5.202#12.99#7.539#6.274#8.995#10.30#1.424#2.224#3.025#4.321#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
train_audio/belkin1/XC503144.ogg,1595904,belkin1,31.74#38.46#14.08#49.63#16.54#44.03#7.520#17.34#26.64#24.60#20.17#21.26#23.23#18.25#25.76#11.88#3.808#6.176#8.32#5.248
train_audio/belkin1/XC452183.ogg,456192,belkin1,2.048#4.832#10.89#7.888#2.928#11.69#1.216#8.688#6.592#5.632#13.55#9.808#12.49#0.416#0.416#0.416#0.416#0.416#0.416#0.416
train_audio/belkin1/XC443809.ogg,317649,belkin1,0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400
train_audio/belkin1/XC289227.ogg,1161984,belkin1,15.02#14.11#10.99#12.38#15.98#17.10#13.18#1.024#28.23#20.40#22.53#10.13#21.20#32.00#32.82#1.824#7.633#18.19#3.232#4.945
train_audio/belkin1/XC132870.ogg,3302400,belkin1,10.06#31.77#12.75#11.87#30.70#2.944#7.328#1.52#0.56#0.56#0.56#0.56#0.56#0.56#0.56#0.56#0.56#0.56#0.56#0.56
train_audio/belkin1/XC175534.ogg,313469,belkin1,3.489#1.520#5.298#8.803#6.338#7.138#4.289#7.939#9.603#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672
train_audio/belkin1/XC307686.ogg,3478256,belkin1,10.40#67.14#14.65#11.20#68.51#78.88#91.14#69.36#35.01#7.360#71.15#103.0#1.696#96.63#4.432#3.440#78.05#71.97#2.496#8.800
train_audio/belkin1/XC265043.ogg,11930880,belkin1,262.8#180.2#366.1#197.9#187.7#287.3#179.3#216.0#35.08#183.6#227.3#228.7#196.8#192.3#205.3#17.88#256.7#254.1#191.1#250.4
train_audio/belkin1/XC149290.ogg,4824576,belkin1,103.7#31.24#89.50#91.28#26.70#146.3#36.73#66.19#59.80#132.2#94.97#75.95#23.68#28.64#4.32#97.15#72.0#12.28#68.51#6.768
train_audio/belkin1/XC624467.ogg,551706,belkin1,1.872#16.47#3.425#7.747#10.03#4.418#14.80#8.580#15.63#11.97#0.928#6.755#13.91#11.06#5.618#0.128#0.128#0.128#0.128#0.128
train_audio/belkin1/XC527508.ogg,646165,belkin1,1.392#18.12#2.256#18.97#6.224#4.064#12.14#16.51#9.328#0.560#0.560#0.560#0.560#0.560#0.560#0.560#0.560#0.560#0.560#0.560
train_audio/belkin1/XC388707.ogg,308454,belkin1,8.358#2.113#5.267#0.992#6.965#9.479#3.106#6.068#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192
train_audio/belkin1/XC448752.ogg,370944,belkin1,2.962#2.097#5.299#8.293#6.180#9.446#3.762#6.980#1.296#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496
train_audio/belkin1/XC457192.ogg,1248862,belkin1,4.704#23.23#29.97#12.35#15.37#18.89#37.97#35.60#31.87#34.54#1.712#9.744#32.93#24.78#5.984#26.38#17.00#27.36#13.50#8.336
train_audio/belkin1/XC201427.ogg,433152,belkin1,1.728#5.152#3.008#9.344#10.38#4.256#11.18#5.968#7.888#6.768#0.896#0.096#0.096#0.096#0.096#0.096#0.096#0.096#0.096#0.096
train_audio/belkin1/XC592611.ogg,5769984,belkin1,2.640#54.35#72.03#168.5#70.89#36.33#111.1#73.65#78.24#59.34#173.3#111.9#113.1#114.7#109.7#56.89#72.83#74.45#18.67#116.5
train_audio/belkin1/XC290046.ogg,433842,belkin1,12.03#13.10#8.995#0.816#10.78#9.956#1.680#8.179#2.593#0.016#0.016#0.016#0.016#0.016#0.016#0.016#0.016#0.016#0.016#0.016
train_audio/belkin1/XC11847.ogg,417952,belkin1,2.320#4.769#6.338#12.08#11.12#1.264#8.035#7.154#3.121#8.947#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176
train_audio/belkin1/XC624471.ogg,432170,belkin1,2.832#3.872#1.680#5.632#12.14#9.184#12.94#6.880#0.800#11.02#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
train_audio/belkin1/XC236409.ogg,387866,belkin1,0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784
train_audio/belkin1/XC400852.ogg,465607,belkin1,11.86#2.465#12.66#10.86#3.617#14.00#8.595#5.682#0.832#9.396#7.779#1.648#6.594#0.032#0.032#0.032#0.032#0.032#0.032#0.032
train_audio/belkin1/XC116054.ogg,748983,belkin1,6.499#11.04#5.427#14.93#12.90#9.621#17.13#2.017#11.84#4.546#23.05#15.81#7.908#3.329#18.34#8.805#13.70#20.09#21.34#1.216
train_audio/belkin1/XC109314.ogg,155481,belkin1,0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400#0.400
train_audio/belkin1/XC371323.ogg,423936,belkin1,0.112#0.112#0.112#0.112#0.112#0.112#0.112#0.112#0.112#0.112#0.112#0.112#0.112#0.112#0.112#0.112#0.112#0.112#0.112#0.112
train_audio/belkin1/XC167900.ogg,6485760,belkin1,189.6#184.3#199.3#173.3#185.4#170.8#98.94#172.5#127.6#187.8#164.2#197.6#174.1#182.7#190.4#53.49#161.6#186.3#159.7#46.24
train_audio/belkin1/XC475171.ogg,338547,belkin1,2.784#1.952#9.059#0.816#10.03#5.697#7.522#4.721#6.562#3.585#0.016#0.016#0.016#0.016#0.016#0.016#0.016#0.016#0.016#0.016
train_audio/belkin1/XC593004.ogg,143616,belkin1,1.554#2.596#0.577#0.577#0.577#0.577#0.577#0.577#0.577#0.577#0.577#0.577#0.577#0.577#0.577#0.577#0.577#0.577#0.577#0.577
train_audio/belkin1/XC210697.ogg,3114240,belkin1,80.31#71.55#89.76#72.40#78.37#81.12#79.43#77.15#95.04#96.16#91.86#90.59#61.34#1.136#22.51#11.64#33.28#52.83#2.400#45.93
train_audio/belkin1/XC624472.ogg,888581,belkin1,20.71#17.98#3.344#5.169#7.026#8.562#21.97#1.584#2.384#23.59#11.37#18.78#25.59#19.86#14.70#27.25#4.273#15.58#17.01#22.77
train_audio/belkin1/XC606622.ogg,160480,belkin1,1.986#3.028#3.925#4.726#0.512#0.512#0.512#0.512#0.512#0.512#0.512#0.512#0.512#0.512#0.512#0.512#0.512#0.512#0.512#0.512
train_audio/belkin1/XC288791.ogg,23808,belkin1,0.145#0.064#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
train_audio/belkin1/XC621444.ogg,8294400,belkin1,233.5#239.5#250.8#244.1#227.8#228.8#235.7#238.6#240.3#230.9#232.3#253.6#252.7#230.0#245.9#6.192#258.1#243.2#251.6#236.6
train_audio/belkin1/XC161152.ogg,353593,belkin1,1.169#2.033#5.636#3.891#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192
train_audio/belkin1/XC571640.ogg,137088,belkin1,0.529#0.529#0.529#0.529#0.529#0.529#0.529#0.529#0.529#0.529#0.529#0.529#0.529#0.529#0.529#0.529#0.529#0.529#0.529#0.529
train_audio/belkin1/XC340787.ogg,853473,belkin1,1.985#11.43#19.08#5.523#14.72#21.58#9.093#3.634#15.76#22.52#23.99#19.88#0.976#10.11#13.51#4.434#6.323#17.60#7.956#12.42
train_audio/belkin1/XC289226.ogg,2075904,belkin1,3.440#37.62#9.265#32.82#33.62#1.680#28.80#38.72#10.16#42.32#62.13#24.06#30.05#47.04#61.31#36.77#30.88#35.15#43.17#31.95
train_audio/belkin1/XC624470.ogg,2374844,belkin1,52.54#53.44#21.71#62.08#2.560#34.62#62.88#67.12#33.77#48.13#17.39#49.65#26.32#63.71#22.65#0.944#35.42#7.776#47.23#27.26
train_audio/belkin1/XC357971.ogg,579840,belkin1,0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432
train_audio/belkin1/XC149289.ogg,529152,belkin1,2.465#3.537#7.267#13.19#9.844#8.083#4.850#15.04#1.648#11.47#13.99#0.800#10.64#0.0#0.0#0.0#0.0#0.0#0.0#0.0
train_audio/belkin1/XC132872.ogg,1125120,belkin1,4.465#5.873#17.97#19.52#21.66#13.42#16.81#9.538#10.80#29.49#6.673#24.96#7.553#22.66#1.984#15.25#28.05#32.15#20.45#23.79
train_audio/belkin1/XC332245.ogg,403968,belkin1,7.088#8.032#1.504#3.808#5.616#11.40#9.84#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704
train_audio/belkin1/XC116056.ogg,528300,belkin1,5.188#6.981#4.051#11.17#8.470#13.99#6.020#9.831#3.026#12.61#15.32#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592
train_audio/belkin1/XC606512.ogg,965472,belkin1,17.49#21.83#9.731#23.54#7.410#18.51#15.63#5.682#6.482#20.96#8.210#16.43#19.41#12.54#14.37#22.72#2.352#4.721#13.50#0.592
train_audio/belkin1/XC413175.ogg,4161792,belkin1,126.3#80.37#64.72#87.47#73.12#59.09#23.24#27.53#41.04#105.3#51.15#11.02#18.88#93.95#69.25#98.79#116.6#32.91#1.824#81.18
train_audio/belkin1/XC590595.ogg,1116768,belkin1,4.528#5.376#3.568#12.56#22.51#26.80#23.85#10.67#24.69#9.728#27.84#32.43#11.47#33.52#17.47#15.12#8.336#29.12#14.27#7.504
train_audio/belkin1/XC368940.ogg,1250304,belkin1,21.58#36.73#18.92#25.63#35.6#34.48#20.14#32.04#37.58#27.31#22.91#33.16#38.38#30.25#24.81#31.23#29.40#23.71#28.24#10.33
train_audio/belkin1/XC599549.ogg,251136,belkin1,3.379#4.420#2.290#5.349#6.198#1.393#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592
train_audio/belkin1/XC628810.ogg,609792,belkin1,3.776#5.168#12.70#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736
train_audio/belkin1/XC347979.ogg,402912,belkin1,7.512#3.860#5.927#8.313#9.467#4.981#3.059#2.258#1.457#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656
train_audio/belkin1/XC160917.ogg,187392,belkin1,1.92#2.72#4.4#3.584#1.12#0.32#0.32#0.32#0.32#0.32#0.32#0.32#0.32#0.32#0.32#0.32#0.32#0.32#0.32#0.32
train_audio/belkin1/XC357969.ogg,542976,belkin1,9.636#12.61#2.353#11.17#6.595#7.619#4.290#8.644#5.698#3.393#14.15#1.552#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752
train_audio/lcspet/XC446082.ogg,5542656,lcspet,20.83#140.4#8.880#127.5#67.02#37.21#135.4#77.76#119.8#163.2#150.1#112.0#9.680#31.18#146.6#12.94#157.9#161.3#79.74#91.71
train_audio/lcspet/XC256948.ogg,1349172,lcspet,40.09#0.992#2.656#19.63#11.60#22.17#14.30#5.584#24.78#16.96#8.960#27.58#21.36#7.968#13.39#10.78#23.47#16.03#18.73#6.384
train_audio/lcspet/XC565436.ogg,610208,lcspet,15.19#12.63#10.55#7.349#4.627#17.78#1.553#9.494#11.43#14.34#3.698#16.39#6.452#8.213#0.0#0.0#0.0#0.0#0.0#0.0
train_audio/lcspet/XC381924.ogg,2883082,lcspet,69.74#32.14#38.67#35.48#51.20#25.10#8.288#18.35#11.80#4.864#28.73#1.488#15.26#45.05#21.56#41.95#62.76#47.52#79.82#56.76
train_audio/lcspet/XC423384.ogg,427776,lcspet,7.956#4.706#10.67#3.474#6.067#11.47#9.525#1.152#12.32#7.012#13.12#2.321#0.352#0.352#0.352#0.352#0.352#0.352#0.352#0.352
train_audio/lcspet/XC636761.ogg,423808,lcspet,5.781#13.11#11.96#9.912#6.774#10.71#8.920#7.590#4.964#4.163#3.363#2.562#1.761#0.960#0.160#0.160#0.160#0.160#0.160#0.160
train_audio/lcspet/XC256952.ogg,492356,lcspet,5.939#2.785#3.986#8.277#6.740#10.74#9.910#4.787#9.077#1.905#11.67#12.64#1.104#0.304#0.304#0.304#0.304#0.304#0.304#0.304
train_audio/lcspet/XC663893.ogg,1477888,lcspet,27.10#17.76#10.60#0.864#31.62#22.62#39.44#25.28#35.81#4.640#8.801#15.37#43.20#44.05#34.99#7.521#46.07#40.98#2.816#14.13
train_audio/lcspet/XC652780.ogg,16162560,lcspet,205.9#462.9#16.86#425.7#470.0#19.80#152.7#464.9#478.5#427.7#122.4#467.2#358.5#165.7#147.6#170.7#399.7#188.8#426.8#73.79
train_audio/lcspet/XC314300.ogg,330188,lcspet,2.499#3.669#8.684#0.993#6.312#7.418#9.485#4.710#10.28#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192
train_audio/lcspet/XC662777.ogg,194304,lcspet,3.877#4.742#2.787#5.671#0.720#0.720#0.720#0.720#0.720#0.720#0.720#0.720#0.720#0.720#0.720#0.720#0.720#0.720#0.720#0.720
train_audio/lcspet/XC256951.ogg,475638,lcspet,0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672
train_audio/lcspet/XC256949.ogg,658704,lcspet,1.232#2.737#4.481#17.06#6.802#11.30#12.78#8.723#10.16#14.99#18.26#19.48#3.537#5.314#0.432#0.432#0.432#0.432#0.432#0.432
train_audio/comsan/XC636689.ogg,329344,comsan,4.145#8.067#3.313#6.354#1.888#0.848#9.971#5.137#9.091#7.154#0.048#0.048#0.048#0.048#0.048#0.048#0.048#0.048#0.048#0.048
train_audio/comsan/XC559357.ogg,227360,comsan,2.864#5.552#0.896#3.696#1.968#4.496#0.096#0.096#0.096#0.096#0.096#0.096#0.096#0.096#0.096#0.096#0.096#0.096#0.096#0.096
train_audio/comsan/XC646310.ogg,255791,comsan,3.812#6.471#4.789#1.794#2.867#5.622#0.993#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192
